"Threat","Type","Direction","Vector","Pattern","Medium","Speed","Impact","Mutation","Attack_Strength","Speed_N","Impact_N","Attack_N","Propagation_Score","Risk_Level"
"Supply_Chain","Internal","Cross","API","Linear","Wireless",49.87,35.11,0.38,67.5,0.475240506329114,0.220556745182013,0.585052316890882,0.406,"Medium"
"Data_Leak","Internal","Downward","Network","Circular","Wireless",44.16,70.48,0.16,49.67,0.417417721518987,0.473019271948608,0.407374190333832,0.437,"Medium"
"Data_Leak","External","Downward","Network","Random","Wireless",69.92,15.17,0.13,45.26,0.678278481012658,0.0782298358315489,0.363428001993024,0.344,"Medium"
"Supply_Chain","External","Downward","API","Random","Wired",50.8,95.09,0.77,74.71,0.484658227848101,0.648679514632405,0.656900847035376,0.602,"High"
"Weak_Password","Internal","Cross","USB","Circular","Wired",44.36,56.99,1,73.85,0.419443037974684,0.376730906495361,0.648330842052815,0.471,"Medium"
"Weak_Password","Internal","Forward","Cloud","Linear","Hybrid",35.81,70.29,0.49,64.96,0.332860759493671,0.471663097787295,0.559740906826109,0.456,"Medium"
"Weak_Password","Internal","Upward","Cloud","Circular","Wireless",54.05,93.96,0.31,66.85,0.517569620253165,0.640613847251963,0.578574987543597,0.585,"Medium"
"Rogue_Employee","Internal","Cross","Cloud","Linear","Hybrid",55.81,76.02,0.92,64.75,0.535392405063291,0.512562455389008,0.557648231190832,0.533,"Medium"
"Virus","External","Upward","API","Random","Wired",32.93,78.43,0.91,66.14,0.303696202531646,0.529764453961456,0.571499750871948,0.474,"Medium"
"Rogue_Employee","Internal","Upward","Network","Random","Wireless",29.77,57.27,0.83,62.84,0.271696202531646,0.378729478943612,0.538614848031888,0.395,"Medium"
"No_Encryption","Internal","Upward","Email","Linear","Wireless",52.76,44.11,0.19,40.21,0.504506329113924,0.284796573875803,0.31310413552566,0.359,"Medium"
"No_Encryption","Internal","Downward","USB","Circular","Hybrid",37.72,82.83,0.48,29.98,0.35220253164557,0.561170592433976,0.211160936721475,0.393,"Medium"
"Supply_Chain","Internal","Forward","API","Random","Hybrid",70.23,65.94,0.58,40.23,0.681417721518987,0.440613847251963,0.313303437967115,0.475,"Medium"
"Rogue_Employee","Internal","Cross","Network","Linear","Hybrid",33.39,70,0.23,78.7,0.308354430379747,0.469593147751606,0.69666168410563,0.489,"Medium"
"Hacker_Active","Internal","Backward","USB","Random","Hybrid",26.77,53.51,0.22,43.2,0.241316455696203,0.351891506067095,0.342899850523169,0.316,"Medium"
"No_Encryption","Internal","Downward","Network","Circular","Hybrid",48.95,58.87,0.1,69,0.465924050632911,0.390149892933619,0.6,0.476,"Medium"
"Insider_Malware","Internal","Backward","API","Linear","Wired",57.02,24.17,0.19,71.97,0.547645569620253,0.142469664525339,0.629596412556054,0.41,"Medium"
"No_Encryption","External","Cross","USB","Linear","Hybrid",52.35,36.95,0.16,62.76,0.500354430379747,0.233690221270521,0.537817638266069,0.405,"Medium"
"Supply_Chain","Internal","Upward","API","Random","Hybrid",48.19,38.57,0.65,64.86,0.458227848101266,0.245253390435403,0.558744394618834,0.403,"Medium"
"Hacker_Active","Internal","Forward","Email","Linear","Hybrid",55.68,66.39,0.33,69.76,0.534075949367089,0.443825838686652,0.607573492775287,0.52,"Medium"
"No_Encryption","Internal","Cross","API","Linear","Wireless",38.47,48.67,0.62,83.74,0.35979746835443,0.317344753747323,0.746885899352267,0.459,"Medium"
"No_Encryption","External","Upward","Email","Circular","Wireless",53.4,77.78,0.11,59.97,0.510987341772152,0.525124910778016,0.510014947683109,0.516,"Medium"
"AI_Attack","Internal","Backward","Network","Random","Hybrid",37.49,70.7,0.24,55.37,0.349873417721519,0.474589578872234,0.46417538614848,0.434,"Medium"
"AI_Attack","Internal","Forward","API","Circular","Wireless",37.93,60.03,0.44,50.65,0.354329113924051,0.398429693076374,0.417140009965122,0.391,"Medium"
"Data_Leak","External","Cross","API","Random","Hybrid",51.6,37.89,0.55,74.07,0.492759493670886,0.24039971448965,0.650523168908819,0.439,"Medium"
"Hacker_Active","External","Cross","Network","Circular","Hybrid",56.17,56.58,0.3,61.54,0.539037974683544,0.373804425410421,0.525660189337319,0.469,"Medium"
"Data_Leak","External","Forward","Cloud","Linear","Hybrid",36.96,87.85,0.37,76.32,0.344506329113924,0.597002141327623,0.672944693572496,0.544,"Medium"
"No_Encryption","External","Upward","Network","Linear","Wired",26.74,79.54,0.98,39.73,0.241012658227848,0.537687366167024,0.308320876930742,0.38,"Medium"
"Weak_Password","Internal","Forward","Email","Linear","Wired",34.6,63.76,0.64,53.16,0.320607594936709,0.425053533190578,0.442152466367713,0.399,"Medium"
"Hacker_Active","Internal","Downward","API","Random","Wired",20,25.11,0.86,56.24,0.172759493670886,0.149179157744468,0.472845042351769,0.253,"Low"
"Rogue_Employee","Internal","Forward","API","Random","Wireless",51.94,60.28,0.57,67.58,0.49620253164557,0.400214132762313,0.585849526656702,0.485,"Medium"
"Supply_Chain","External","Cross","USB","Random","Wireless",58.77,11.51,0.69,69.81,0.565367088607595,0.0521056388294076,0.608071748878924,0.373,"Medium"
"Insider_Malware","External","Cross","USB","Circular","Wireless",77.03,105.48,0.3,56.77,0.750278481012658,0.722840827980014,0.478126557050324,0.658,"High"
"Data_Leak","Internal","Downward","API","Linear","Wired",36.58,70.67,0.29,63.4,0.340658227848101,0.474375446109922,0.544195316392626,0.455,"Medium"
"Supply_Chain","External","Downward","Network","Random","Hybrid",42.91,95.22,0.93,42.64,0.404759493670886,0.649607423269094,0.337319382162432,0.482,"Medium"
"AI_Attack","Internal","Downward","USB","Random","Wired",48.37,66.52,0.98,90.49,0.460050632911392,0.44475374732334,0.814150473343298,0.56,"Medium"
"Hacker_Active","Internal","Upward","Network","Circular","Hybrid",53.56,111.51,0.78,56.12,0.512607594936709,0.765881513204854,0.471649227703039,0.602,"High"
"Weak_Password","Internal","Forward","Cloud","Linear","Hybrid",38.02,52.03,0.39,58.53,0.355240506329114,0.341327623126338,0.495665171898356,0.392,"Medium"
"Virus","Internal","Cross","Cloud","Random","Hybrid",63.94,86.76,0.88,54.7,0.617721518987342,0.589221984296931,0.457498754359741,0.558,"Medium"
"Rogue_Employee","External","Forward","USB","Circular","Hybrid",44.3,69.78,0.49,45.1,0.418835443037975,0.46802284082798,0.361833582461385,0.421,"Medium"
"Data_Leak","External","Downward","USB","Linear","Hybrid",64.78,84.54,0.44,73.03,0.626227848101266,0.573376159885796,0.640159441953164,0.609,"High"
"Data_Leak","Internal","Backward","Cloud","Linear","Hybrid",25.56,43.5,0.03,32.75,0.22906329113924,0.280442541042113,0.23876432486298,0.253,"Low"
"Rogue_Employee","External","Downward","Cloud","Linear","Wired",47.57,114.76,0.34,55.22,0.451949367088608,0.789079229122056,0.462680617837569,0.59,"Medium"
"No_Encryption","External","Backward","API","Linear","Wireless",55.19,76.05,0.86,61.87,0.529113924050633,0.512776588151321,0.528948679621325,0.523,"Medium"
"Virus","Internal","Cross","Email","Circular","Wireless",42.62,60.07,0.91,37.97,0.401822784810127,0.398715203426124,0.290782262082711,0.367,"Medium"
"Rogue_Employee","External","Upward","Email","Random","Wired",42.82,46.28,0.48,76.03,0.403848101265823,0.30028551034975,0.6700548081714,0.442,"Medium"
"Supply_Chain","External","Forward","Cloud","Random","Wireless",40.43,39.49,0.38,52.77,0.379645569620253,0.251820128479657,0.438266068759342,0.346,"Medium"
"Hacker_Active","Internal","Cross","API","Random","Wireless",51.55,33.67,0.15,69.89,0.492253164556962,0.210278372591006,0.608868958644743,0.414,"Medium"
"Hacker_Active","External","Downward","Cloud","Linear","Hybrid",68.93,35.65,0.17,32.74,0.668253164556962,0.22441113490364,0.238664673642252,0.362,"Medium"
"Supply_Chain","Internal","Upward","Network","Circular","Wired",34.64,70.79,0.5,55.82,0.321012658227848,0.475231977159172,0.468659691081216,0.427,"Medium"
"AI_Attack","External","Forward","USB","Linear","Wireless",48.51,92.43,0.75,61.02,0.46146835443038,0.629693076374019,0.520478325859492,0.546,"Medium"
"Virus","Internal","Cross","Email","Random","Wired",42.76,77.08,0.86,39.74,0.403240506329114,0.520128479657388,0.30842052815147,0.422,"Medium"
"AI_Attack","Internal","Downward","Network","Random","Hybrid",71.2,31.36,0.49,73.79,0.691240506329114,0.193790149892934,0.647732934728451,0.479,"Medium"
"Hacker_Passive","External","Forward","USB","Circular","Wireless",78.92,71.72,0.53,64.09,0.769417721518987,0.481870092790864,0.55107125062282,0.589,"Medium"
"Insider_Malware","External","Upward","Cloud","Circular","Wireless",57.51,100,0.19,58.58,0.552607594936709,0.68372591006424,0.496163428001993,0.588,"Medium"
"AI_Attack","Internal","Upward","API","Random","Wired",50.99,90.29,0.62,62.67,0.486582278481013,0.614418272662384,0.536920777279522,0.553,"Medium"
"Insider_Malware","External","Downward","Network","Random","Wired",70.49,106.88,0.22,59.19,0.684050632911392,0.732833690221271,0.502242152466368,0.649,"High"
"Supply_Chain","External","Downward","Email","Random","Wireless",43.08,78.39,0.86,70.05,0.406481012658228,0.529478943611706,0.610463378176383,0.517,"Medium"
"Rogue_Employee","External","Upward","API","Linear","Wired",49.15,4.21,0.59,62.73,0.467949367088608,0,0.537518684603886,0.302,"Medium"
"Hacker_Active","External","Forward","Cloud","Linear","Hybrid",65.75,82.85,0.18,83.08,0.636050632911392,0.561313347608851,0.740308918784255,0.637,"High"
"Supply_Chain","Internal","Downward","API","Random","Wired",51.59,74.26,0.09,53.75,0.492658227848101,0.5,0.448031888390633,0.482,"Medium"
"AI_Attack","External","Forward","Cloud","Random","Wireless",42.87,35.63,0.4,73.11,0.404354430379747,0.224268379728765,0.640956651718984,0.403,"Medium"
"Weak_Password","Internal","Upward","API","Circular","Wired",52.77,67.37,0.09,62.11,0.504607594936709,0.450820842255532,0.531340308918784,0.491,"Medium"
"Hacker_Passive","External","Downward","Network","Circular","Hybrid",43.29,56.56,0.76,92.43,0.408607594936709,0.373661670235546,0.833482810164425,0.522,"Medium"
"Hacker_Active","External","Forward","Cloud","Random","Hybrid",78.05,61.13,0.48,60.41,0.760607594936709,0.406281227694504,0.514399601395117,0.545,"Medium"
"No_Encryption","External","Forward","Cloud","Circular","Hybrid",44.25,79.43,0.08,61.93,0.418329113924051,0.536902212705211,0.52954658694569,0.499,"Medium"
"Hacker_Active","External","Downward","Network","Random","Hybrid",64.11,58.16,0.93,54.71,0.619443037974684,0.385082084225553,0.457598405580468,0.477,"Medium"
"Rogue_Employee","External","Downward","Network","Linear","Wireless",50.02,56.96,0.88,28.7,0.476759493670886,0.376516773733048,0.198405580468361,0.353,"Medium"
"AI_Attack","Internal","Cross","Cloud","Random","Wireless",69.96,40.86,0.91,30.39,0.678683544303797,0.261598857958601,0.2152466367713,0.373,"Medium"
"Hacker_Passive","External","Forward","Network","Random","Wireless",63.96,73.45,0.14,57.96,0.617924050632911,0.494218415417559,0.489985052316891,0.53,"Medium"
"Insider_Malware","Internal","Cross","USB","Linear","Wireless",40.27,81.02,0.12,61.38,0.378025316455696,0.54825124910778,0.52406576980568,0.49,"Medium"
"AI_Attack","Internal","Upward","USB","Linear","Wireless",54.23,81.43,0.61,49.65,0.519392405063291,0.55117773019272,0.407174887892377,0.498,"Medium"
"Supply_Chain","External","Downward","API","Random","Wireless",47.81,93.78,0.26,69.24,0.454379746835443,0.639329050678087,0.602391629297459,0.573,"Medium"
"Rogue_Employee","Internal","Downward","API","Circular","Wireless",57.54,22.69,0.57,80.43,0.552911392405063,0.131905781584582,0.71390134529148,0.433,"Medium"
"Hacker_Active","Internal","Upward","USB","Random","Hybrid",49.3,70.66,0.33,85.7,0.46946835443038,0.474304068522484,0.766417538614848,0.56,"Medium"
"Hacker_Passive","Internal","Upward","Email","Random","Hybrid",57.06,43.31,0.28,27.31,0.548050632911392,0.279086366880799,0.184554060787245,0.331,"Medium"
"Virus","Internal","Forward","Network","Random","Wired",48.25,82.18,0.3,72.15,0.458835443037975,0.556531049250535,0.631390134529148,0.55,"Medium"
"No_Encryption","Internal","Backward","USB","Linear","Wired",64.33,71.6,0.59,74.2,0.621670886075949,0.481013561741613,0.651818634778276,0.574,"Medium"
"Supply_Chain","Internal","Upward","Email","Random","Wired",54.7,48.63,0.77,70.39,0.524151898734177,0.317059243397573,0.613851519681116,0.468,"Medium"
"Insider_Malware","External","Upward","Cloud","Random","Wired",30.26,62.45,0.42,76.92,0.276658227848101,0.41570306923626,0.678923766816144,0.453,"Medium"
"Virus","External","Cross","API","Random","Wireless",49.69,98.06,0.09,57.79,0.473417721518987,0.669878658101356,0.488290981564524,0.556,"Medium"
"Rogue_Employee","Internal","Downward","Email","Linear","Wired",44.95,59.17,0.81,55.68,0.425417721518987,0.392291220556745,0.467264573991031,0.425,"Medium"
"Hacker_Active","Internal","Downward","Email","Random","Wireless",66.75,35.5,0.11,75.29,0.646177215189873,0.223340471092077,0.662680617837569,0.482,"Medium"
"Supply_Chain","Internal","Downward","Cloud","Linear","Wired",32.72,91.78,0.09,49.85,0.301569620253165,0.625053533190578,0.409167912306926,0.463,"Medium"
"No_Encryption","Internal","Cross","API","Circular","Wireless",19.33,93.4,0.24,73.39,0.165974683544304,0.636616702355461,0.643746885899352,0.498,"Medium"
"Weak_Password","Internal","Cross","API","Random","Wired",57.02,57.86,0.9,47.97,0.547645569620253,0.382940756602427,0.390433482810164,0.435,"Medium"
"Insider_Malware","External","Backward","USB","Linear","Hybrid",64.13,103.08,0.88,51.19,0.619645569620253,0.705710206995004,0.422521175884405,0.595,"Medium"
"Hacker_Active","External","Upward","USB","Circular","Hybrid",56.79,66.68,0.4,49.51,0.545316455696203,0.445895788722341,0.405779770802192,0.464,"Medium"
"Insider_Malware","External","Backward","Cloud","Circular","Hybrid",70.29,44.52,0.61,73.24,0.682025316455696,0.287723054960742,0.64225211758844,0.512,"Medium"
"No_Encryption","Internal","Cross","API","Circular","Hybrid",63.53,63.88,0.23,59.1,0.613569620253165,0.425910064239829,0.501345291479821,0.505,"Medium"
"Hacker_Passive","External","Upward","API","Linear","Wireless",36.05,75.09,0.69,68.07,0.335291139240506,0.505924339757316,0.590732436472347,0.48,"Medium"
"Insider_Malware","Internal","Upward","Network","Circular","Hybrid",63.96,81.25,0.14,95.64,0.617924050632911,0.549892933618844,0.865470852017937,0.665,"High"
"Supply_Chain","External","Forward","Network","Random","Wired",41.17,77.7,0.59,45.09,0.387139240506329,0.524553890078515,0.361733931240658,0.434,"Medium"
"AI_Attack","Internal","Forward","Cloud","Random","Wired",66.58,94.72,0.86,79.91,0.644455696202532,0.646038543897216,0.708719481813652,0.664,"High"
"Hacker_Passive","Internal","Forward","Network","Random","Hybrid",64.89,74.62,0.37,69.36,0.627341772151899,0.502569593147752,0.603587443946188,0.57,"Medium"
"Weak_Password","External","Downward","Email","Linear","Wireless",49.25,80.34,0.06,60.23,0.468962025316456,0.543397573162027,0.512605879422023,0.512,"Medium"
"Hacker_Passive","Internal","Backward","Cloud","Random","Wireless",66.02,90.51,0.86,42.28,0.638784810126582,0.61598857958601,0.333731938216243,0.538,"Medium"
"AI_Attack","Internal","Forward","API","Circular","Wired",45.98,66.67,0.55,102.68,0.435848101265823,0.445824411134904,0.935625311410065,0.59,"Medium"
"AI_Attack","Internal","Downward","Cloud","Random","Wired",65.17,54.17,0.99,35.12,0.630177215189873,0.356602426837973,0.262381664175386,0.41,"Medium"
