"Threat_Source","Direction","Pattern","Medium","Attack_Strength","Propagation_Speed","Impact","Mutation","Vulnerability_Score","Risk_Score","Risk_Norm","Impact_Norm","Speed_Norm","Propagation_Probability","Threat_Type"
"Hacker_AI","Forward","Circular","Email",8.04,4.15,54.39,0,4.06,5.82,0.529801324503311,0.493713141203961,0.35,0.58,"External"
"Virus","Upward","Linear","USB",9.19,5.19,26.21,1,2.33,5.08,0.431788079470199,0.180149104261711,0.465555555555556,0.5,"External"
"Hacker_Human","Forward","Hybrid","Internal_System",4.75,9.76,87.47,1,5.99,7.47,0.748344370860927,0.861800378324246,0.973333333333333,0.87,"External"
"Virus","Backward","Random","Cloud",9.77,1.06,56.38,1,9.79,6.38,0.603973509933775,0.515856236786469,0.00666666666666667,0.55,"External"
"Virus","Upward","Hybrid","Internal_System",6.52,6.7,42.94,1,6.17,5.63,0.504635761589404,0.366306887726716,0.633333333333333,0.6,"External"
"Malware","Downward","Circular","USB",3.79,7.74,55.67,1,3.39,5.25,0.454304635761589,0.507955936352509,0.748888888888889,0.63,"External"
"Hacker_Human","Upward","Linear","Cloud",2.29,3.25,60.37,0,3.99,4.15,0.308609271523179,0.560253699788583,0.25,0.49,"External"
"Weak_Password","Downward","Circular","Internal_System",8.48,6.64,22.05,1,6.71,5.42,0.47682119205298,0.133860020028931,0.626666666666667,0.54,"Internal"
"Data_Leak","Cross","Hybrid","Cloud",8.61,4.15,21.48,0,1.81,4.45,0.348344370860927,0.127517525314343,0.35,0.43,"Internal"
"Malware","Downward","Circular","USB",7.79,5.12,23.94,0,6.98,5.02,0.423841059602649,0.154890397240458,0.457777777777778,0.49,"External"
"Data_Leak","Backward","Hybrid","Email",9.49,2.47,82.23,1,8.48,7.48,0.749668874172186,0.803493935684878,0.163333333333333,0.69,"Internal"
"Unpatched_System","Cross","Circular","Cloud",1.52,4.61,50.1,1,2.93,3.68,0.24635761589404,0.445977523088906,0.401111111111111,0.47,"Internal"
"Phishing","Cross","Linear","Internal_System",1.42,2.08,25.37,0,3.05,2.16,0.0450331125827815,0.170802269945477,0.12,0.28,"External"
"Hacker_AI","Downward","Hybrid","Network",9.06,1.32,14.35,0,7.93,4.35,0.335099337748344,0.0481807054634472,0.0355555555555556,0.35,"External"
"Weak_Password","Backward","Hybrid","Email",8.71,1.52,38.51,0,4.56,4.91,0.409271523178808,0.317013463892289,0.0577777777777778,0.44,"Internal"
"Misconfiguration","Backward","Hybrid","USB",1.25,6.46,35.31,1,6.62,3.74,0.254304635761589,0.281406476020919,0.606666666666667,0.48,"Internal"
"Hacker_Human","Cross","Hybrid","Internal_System",8.07,1.52,40.82,0,6.05,4.96,0.415894039735099,0.342717258261934,0.0577777777777778,0.45,"External"
"Hacker_AI","Upward","Circular","Email",4.92,3.81,62.24,0,5.59,5.29,0.459602649006623,0.581061533325915,0.312222222222222,0.56,"External"
"Data_Leak","Downward","Linear","Email",1.7,4.27,13.76,0,3.7,2.28,0.0609271523178808,0.0416156670746634,0.363333333333333,0.31,"Internal"
"Data_Leak","Downward","Linear","Network",6.29,7.68,37.72,0,6.91,5.62,0.503311258278146,0.308222988761544,0.742222222222222,0.61,"Internal"
"Virus","Backward","Random","USB",8,1.51,77.46,0,3.04,6.1,0.566887417218543,0.750417269389118,0.0566666666666667,0.59,"External"
"Virus","Backward","Linear","Email",7.99,2.94,32.55,1,3.33,4.62,0.370860927152318,0.250695448981863,0.215555555555556,0.44,"External"
"Misconfiguration","Cross","Random","USB",5.46,2.92,55.27,0,4.43,4.88,0.405298013245033,0.503505062868588,0.213333333333333,0.51,"Internal"
"Unpatched_System","Forward","Circular","USB",8.37,1.55,94.94,0,5.91,7.21,0.713907284768212,0.944920440636475,0.0611111111111111,0.69,"Internal"
"Hacker_AI","Cross","Linear","Network",6.55,1.96,79.21,1,6.64,6.19,0.578807947019868,0.769889840881273,0.106666666666667,0.61,"External"
"Unpatched_System","Downward","Linear","Cloud",9.99,6.48,77.81,0,8.07,8.21,0.84635761589404,0.754311783687549,0.608888888888889,0.81,"Internal"
"Insider_Attack","Forward","Hybrid","Network",8.78,9.84,55.36,1,8.39,7.66,0.773509933774835,0.50450650940247,0.982222222222222,0.81,"Internal"
"Weak_Password","Cross","Linear","USB",5.39,2,53.13,1,5.96,4.74,0.386754966887417,0.479692889729609,0.111111111111111,0.47,"Internal"
"Hacker_AI","Forward","Circular","USB",9.21,6.61,24.56,1,4.64,5.53,0.491390728476821,0.161789251140536,0.623333333333333,0.55,"External"
"Virus","Downward","Random","Internal_System",2.67,4.66,98.21,0,9.74,6.64,0.63841059602649,0.981306331367531,0.406666666666667,0.73,"External"
"Insider_Attack","Forward","Random","Internal_System",9.85,8.94,27.61,1,6.67,6.51,0.621192052980132,0.195727161455436,0.882222222222222,0.66,"Internal"
"Hacker_AI","Forward","Random","Email",1.96,7.81,57.35,0,6.11,5.06,0.429139072847682,0.526649604984978,0.756666666666667,0.63,"External"
"Malware","Backward","Hybrid","Network",7.14,9.33,83.54,1,1.24,7.47,0.748344370860927,0.81807054634472,0.925555555555556,0.85,"External"
"Hacker_Human","Upward","Hybrid","Network",7.18,3.38,20.16,0,1.63,3.8,0.262251655629139,0.112829642817403,0.264444444444444,0.38,"External"
"Hacker_Human","Backward","Linear","Internal_System",9.01,9.92,81.34,1,5.16,8.46,0.879470198675497,0.793590742183154,0.991111111111111,0.91,"External"
"Data_Leak","Upward","Linear","Internal_System",3.58,9.34,29.26,1,5.76,4.69,0.380132450331126,0.214087014576611,0.926666666666667,0.58,"Internal"
"Virus","Upward","Random","Cloud",9.2,3.63,21.18,0,6.05,4.94,0.413245033112583,0.124179370201402,0.292222222222222,0.45,"External"
"Malware","Cross","Random","Network",3.02,1.56,99.89,0,2.64,5.48,0.48476821192053,1,0.0622222222222222,0.61,"External"
"Insider_Attack","Backward","Hybrid","Network",9.16,2.46,69.51,1,9.4,6.96,0.680794701986755,0.661956158896183,0.162222222222222,0.64,"Internal"
"Malware","Downward","Hybrid","USB",6.97,2.68,30.19,1,5.34,4.37,0.337748344370861,0.224435295426727,0.186666666666667,0.42,"External"
"Malware","Backward","Linear","Network",6.19,5.08,23.85,1,4.66,4.29,0.327152317880795,0.153888950706576,0.453333333333333,0.45,"External"
"Weak_Password","Upward","Circular","USB",9.51,2.19,99.72,0,1.41,7.42,0.741721854304636,0.998108378769333,0.132222222222222,0.72,"Internal"
"Data_Leak","Backward","Linear","USB",6.98,2.62,65,1,1.52,5.37,0.470198675496689,0.611772560364972,0.18,0.55,"Internal"
"Data_Leak","Downward","Linear","USB",9.18,4.11,92.19,1,2.8,7.54,0.757615894039735,0.914320685434517,0.345555555555556,0.76,"Internal"
"Insider_Attack","Downward","Linear","Internal_System",2.87,1.82,61.89,0,2.01,3.9,0.275496688741722,0.577167019027484,0.0911111111111111,0.44,"Internal"
"Unpatched_System","Forward","Linear","Network",2.28,3.54,23.05,1,2.67,2.58,0.100662251655629,0.144987203738734,0.282222222222222,0.33,"Internal"
"Insider_Attack","Downward","Hybrid","Email",7.15,3.63,22.27,0,3.23,4.08,0.299337748344371,0.136308000445087,0.292222222222222,0.41,"Internal"
"Hacker_AI","Cross","Hybrid","Internal_System",3.88,7.79,34.77,0,9.48,5.06,0.429139072847682,0.275397796817625,0.754444444444444,0.58,"External"
"Unpatched_System","Downward","Circular","Internal_System",9.46,3.03,84.36,0,5.57,7.38,0.736423841059603,0.827194836986759,0.225555555555556,0.71,"Internal"
"Insider_Attack","Cross","Circular","Network",6.71,9.42,88.19,1,2.94,7.72,0.781456953642384,0.869811950595304,0.935555555555556,0.87,"Internal"
"Phishing","Backward","Linear","Email",2.17,2.11,35.45,1,9.33,3.42,0.211920529801325,0.282964281740292,0.123333333333333,0.37,"External"
"Virus","Forward","Linear","Network",8.69,9.74,63.5,1,8.58,7.95,0.811920529801325,0.595081784800267,0.971111111111111,0.84,"External"
"Hacker_Human","Backward","Hybrid","Network",6.34,4.35,48.58,0,5.55,5.27,0.456953642384106,0.429064203850006,0.372222222222222,0.54,"External"
"Virus","Backward","Random","Cloud",3.94,3.89,19.12,0,6.87,3.41,0.210596026490066,0.101257371759208,0.321111111111111,0.37,"External"
"Virus","Downward","Circular","Network",1.76,9.37,31.99,1,9.22,4.6,0.368211920529801,0.244464226104373,0.93,0.58,"External"
"Misconfiguration","Cross","Circular","Internal_System",3.41,7.85,66.42,0,3.25,5.57,0.496688741721854,0.627573161232892,0.761111111111111,0.68,"Internal"
"Unpatched_System","Cross","Circular","Internal_System",4.53,1.3,72.71,1,3.87,4.91,0.409271523178808,0.697563146767553,0.0333333333333333,0.51,"Internal"
"Hacker_Human","Cross","Random","Cloud",3.77,1.03,24.09,0,1.49,2.45,0.0834437086092716,0.156559474796929,0.00333333333333334,0.27,"External"
"Unpatched_System","Downward","Random","USB",4.28,1.06,91.07,1,6.1,5.75,0.520529801324503,0.901858239679537,0.00666666666666667,0.59,"Internal"
"Phishing","Backward","Hybrid","Internal_System",8.53,6.83,78.68,0,1.83,7.26,0.720529801324503,0.763992433515077,0.647777777777778,0.77,"External"
"Hacker_AI","Forward","Hybrid","Email",6.31,2.7,82.72,1,3.59,6.1,0.566887417218543,0.808946255702682,0.188888888888889,0.63,"External"
"Data_Leak","Cross","Linear","Network",9.88,2.67,18.7,0,9.47,5.19,0.44635761589404,0.0965839546010905,0.185555555555556,0.43,"Internal"
"Phishing","Upward","Random","Internal_System",8.27,4.44,26.86,1,7.03,5.15,0.441059602649007,0.187381773673083,0.382222222222222,0.49,"External"
"Hacker_AI","Backward","Hybrid","Cloud",6.23,6.64,22.64,0,6.45,4.75,0.388079470198676,0.140425058417714,0.626666666666667,0.51,"External"
"Misconfiguration","Forward","Random","USB",9.56,4.21,30.69,0,5.14,5.45,0.480794701986755,0.229998887281629,0.356666666666667,0.51,"Internal"
"Data_Leak","Forward","Linear","Internal_System",6.83,6.92,97.73,1,7.65,8.11,0.833112582781457,0.975965283186825,0.657777777777778,0.86,"Internal"
"Virus","Backward","Random","Cloud",4.89,3.29,63.61,0,5.78,5.25,0.454304635761589,0.596305775008345,0.254444444444444,0.55,"External"
"Phishing","Forward","Random","Cloud",6.76,1.82,35.39,1,1.55,3.96,0.283443708609272,0.282296650717703,0.0911111111111111,0.39,"External"
"Insider_Attack","Cross","Hybrid","Cloud",2.31,1.69,58.05,1,5.75,3.93,0.279470198675497,0.53443863358184,0.0766666666666667,0.43,"Internal"
"Hacker_Human","Downward","Linear","Email",6.76,8.86,16.24,0,9.28,5.38,0.471523178807947,0.0692110826749749,0.873333333333333,0.58,"External"
